线路,行别,站区,隧道名称,锚段号,杆号,跨距,公里标,导高,拉出值,结构类型,GPS经度,GPS纬度
西环线,下行,生米-向塘,,,311,50.3,39.694,6450,300,,,
西环线,下行,生米-向塘,,,313,50.3,39.745,6450,300,,,
西环线,下行,生米-向塘,,,315,50.3,39.795,6450,300,,,
西环线,下行,生米-向塘,,,317,50.3,39.845,6450,300,,,
西环线,下行,生米-向塘,,,319,50.3,39.895,6450,300,,,
西环线,下行,生米-向塘,,,321,50.3,39.946,6450,300,,,
西环线,下行,生米-向塘,,,323,50.2,39.996,6450,300,,,
西环线,下行,生米-向塘,,,325,50,40.046,6450,300,,,
西环线,下行,生米-向塘,,,327,50,40.096,6450,200,锚柱,,
西环线,下行,生米-向塘,,,329,50,40.146,6450,200,转换柱,,
西环线,下行,生米-向塘,,,331,45,40.191,6450,200,转换柱,,
西环线,下行,生米-向塘,,,333,45,40.236,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,335,40,40.276,6450,200,转换柱,,
西环线,下行,生米-向塘,,,337,45,40.321,6450,200,锚柱,,
西环线,下行,生米-向塘,,,339,45,40.366,6450,200,,,
西环线,下行,生米-向塘,,,341,50,40.416,6450,200,,,
西环线,下行,生米-向塘,,,343,50,40.466,6450,200,,,
西环线,下行,生米-向塘,,,345,50,40.516,6450,200,,,
西环线,下行,生米-向塘,,,347,50,40.566,6450,300,,,
西环线,下行,生米-向塘,,,349,50.3,40.616,6450,300,,,
西环线,下行,生米-向塘,,,351,50.3,40.667,6450,300,,,
西环线,下行,生米-向塘,,,353,50.3,40.717,6450,300,,,
西环线,下行,生米-向塘,,,355,50.3,40.767,6450,300,,,
西环线,下行,生米-向塘,,,357,50.3,40.817,6450,300,,,
西环线,下行,生米-向塘,,,359,50.3,40.868,6450,300,,,
西环线,下行,生米-向塘,,,361,50.3,40.918,6450,300,,,
西环线,下行,生米-向塘,,,363,50.3,40.968,6450,300,,,
西环线,下行,生米-向塘,,,365,50.3,41.019,6450,300,,,
西环线,下行,生米-向塘,,,367,50.3,41.069,6450,300,,,
西环线,下行,生米-向塘,,,369,50.3,41.119,6450,300,,,
西环线,下行,生米-向塘,,,371,50.3,41.17,6450,300,,,
西环线,下行,生米-向塘,,,373,50.3,41.22,6450,300,,,
西环线,下行,生米-向塘,,,375,50,41.27,6450,300,,,
西环线,下行,生米-向塘,,,377,45.35,41.315,6450,300,,,
西环线,下行,生米-向塘,,,379,40,41.355,6450,300,,,
西环线,下行,生米-向塘,,,381,40,41.395,6450,300,,,
西环线,下行,生米-向塘,,,383,44.7,41.44,6450,150,,,
西环线,下行,生米-向塘,,,385,32.89,41.473,6450,150,,,
西环线,下行,生米-向塘,,,387,32.79,41.506,6450,250,,,
西环线,下行,生米-向塘,,,389,32.82,41.538,6450,250,,,
西环线,下行,生米-向塘,,,391,24.81,41.563,6450,250,,,
西环线,下行,生米-向塘,,,393,24.8,41.588,6450,250,锚柱,,
西环线,下行,生米-向塘,,,395,24.81,41.613,6450,250,转换柱,,
西环线,下行,生米-向塘,,,397,32.83,41.646,6450,250,转换柱,,
西环线,下行,生米-向塘,,,399,32.84,41.678,6450,250/50,中心柱,,
西环线,下行,生米-向塘,,,401,32.84,41.711,6450,250,转换柱,,
西环线,下行,生米-向塘,,,403,32.84,41.744,6450,250,锚柱,,
西环线,下行,生米-向塘,,,405,32.84,41.777,6450,250,,,
西环线,下行,生米-向塘,,,407,32.84,41.81,6450,250,,,
西环线,下行,生米-向塘,,,409,32.84,41.843,6450,250,,,
西环线,下行,生米-向塘,,,411,32.84,41.875,6450,250,,,
西环线,下行,生米-向塘,,,413,32.84,41.908,6450,250,,,
西环线,下行,生米-向塘,,,415,32.84,41.941,6450,250,,,
西环线,下行,生米-向塘,,,417,32.84,41.974,6450,250,,,
西环线,下行,生米-向塘,,,419,32.84,42.007,6450,250,,,
西环线,下行,生米-向塘,,,421,32.84,42.04,6450,250,,,
西环线,下行,生米-向塘,,,423,32.84,42.073,6450,250,,,
西环线,下行,生米-向塘,,,425,32.84,42.105,6450,250,,,
西环线,下行,生米-向塘,,,427,32.84,42.138,6450,250,,,
西环线,下行,生米-向塘,,,429,32.84,42.171,6450,250,,,
西环线,下行,生米-向塘,,,431,32.84,42.204,6450,250,,,
西环线,下行,生米-向塘,,,433,32.84,42.237,6450,250,,,
西环线,下行,生米-向塘,,,435,32.84,42.27,6450,250,,,
西环线,下行,生米-向塘,,,437,32.84,42.302,6450,250,,,
西环线,下行,生米-向塘,,,439,32.84,42.335,6450,250,,,
西环线,下行,生米-向塘,,,441,32.84,42.368,6450,250,,,
西环线,下行,生米-向塘,,,443,32.84,42.401,6450,250,,,
西环线,下行,生米-向塘,,,445,32.84,42.434,6450,250,,,
西环线,下行,生米-向塘,,,447,32.84,42.467,6450,250,,,
西环线,下行,生米-向塘,,,449,32.84,42.499,6450,250,,,
西环线,下行,生米-向塘,,,451,32.84,42.532,6450,250,,,
西环线,下行,生米-向塘,,,453,32.84,42.565,6450,250,,,
西环线,下行,生米-向塘,,,455,32.84,42.598,6450,250,吸上线,,
西环线,下行,生米-向塘,,,457,32.83,42.631,6450,250,,,
西环线,下行,生米-向塘,,,459,49.62,42.68,6450,250,,,
西环线,下行,生米-向塘,,,461,32.83,42.713,6450,250,,,
西环线,下行,生米-向塘,,,463,32.82,42.746,6450,150,,,
西环线,下行,生米-向塘,,,465,32.77,42.779,6450,150,,,
西环线,下行,生米-向塘,,,467,24.72,42.804,6450,300,,,
西环线,下行,生米-向塘,,,469,32.7,42.836,6450,300,,,
西环线,下行,生米-向塘,,,471,32.7,42.869,6450,300,锚柱,,
西环线,下行,生米-向塘,,,473,32.7,42.902,6450,300,转换柱,,
西环线,下行,生米-向塘,,,475,32.7,42.934,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,477,32.7,42.967,6450,300,转换柱,,
西环线,下行,生米-向塘,,,479,32.7,43,6450,300,锚柱,,
西环线,下行,生米-向塘,,,481,32.95,43.033,6450,300,,,
西环线,下行,生米-向塘,,,483,48.65,43.081,6450,300,,,
西环线,下行,生米-向塘,,,485,40,43.121,6450,300,,,
西环线,下行,生米-向塘,,,487,40,43.161,6450,300,,,
西环线,下行,生米-向塘,,,489,48.6,43.21,6450,300,,,
西环线,下行,生米-向塘,,,491,32.95,43.243,6450,300,,,
西环线,下行,生米-向塘,,,493,32.7,43.276,6450,300,,,
西环线,下行,生米-向塘,,,495,24.7,43.3,6450,300,,,
西环线,下行,生米-向塘,,,497,32.7,43.333,6450,300,,,
西环线,下行,生米-向塘,,,499,32.7,43.366,6450,300,,,
西环线,下行,生米-向塘,,,501,32.7,43.398,6450,300,,,
西环线,下行,生米-向塘,,,503,32.7,43.431,6450,300,,,
西环线,下行,生米-向塘,,,505,32.7,43.464,6450,300,,,
西环线,下行,生米-向塘,,,507,32.7,43.497,6450,300,,,
西环线,下行,生米-向塘,,,509,32.7,43.529,6450,300,,,
西环线,下行,生米-向塘,,,511,32.7,43.562,6450,300,,,
西环线,下行,生米-向塘,,,513,32.7,43.595,6450,300,,,
西环线,下行,生米-向塘,,,515,32.7,43.627,6450,300,,,
西环线,下行,生米-向塘,,,517,32.7,43.66,6450,300,,,
西环线,下行,生米-向塘,,,519,32.7,43.693,6450,300,,,
西环线,下行,生米-向塘,,,521,32.7,43.725,6450,300,,,
西环线,下行,生米-向塘,,,523,32.7,43.758,6450,300,,,
西环线,下行,生米-向塘,,,525,32.7,43.791,6450,300,,,
西环线,下行,生米-向塘,,,527,32.7,43.824,6450,300,,,
西环线,下行,生米-向塘,,,529,32.7,43.856,6450,300,,,
西环线,下行,生米-向塘,,,531,32.7,43.889,6450,300,,,
西环线,下行,生米-向塘,,,533,32.7,43.922,6450,300,,,
西环线,下行,生米-向塘,,,535,32.7,43.954,6450,300,,,
西环线,下行,生米-向塘,,,537,32.7,43.987,6450,300,,,
西环线,下行,生米-向塘,,,539,32.7,44.02,6450,300,,,
西环线,下行,生米-向塘,,,541,32.7,44.052,6450,300,,,
西环线,下行,生米-向塘,,,543,32.7,44.085,6450,300,,,
西环线,下行,生米-向塘,,,545,32.7,44.118,6450,300,,,
西环线,下行,生米-向塘,,,547,32.7,44.151,6450,300,,,
西环线,下行,生米-向塘,,,549,32.7,44.183,6450,300,,,
西环线,下行,生米-向塘,,,551,32.7,44.216,6450,300,,,
西环线,下行,生米-向塘,,,553,32.7,44.249,6450,300,锚柱,,
西环线,下行,生米-向塘,,,555,32.7,44.281,6450,300,转换柱,,
西环线,下行,生米-向塘,,,557,32.7,44.314,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,559,32.7,44.347,6450,300,转换柱,,
西环线,下行,生米-向塘,,,561,32.7,44.379,6450,300,锚柱,,
西环线,下行,生米-向塘,,,563,32.7,44.412,6450,300,,,
西环线,下行,生米-向塘,,,565,32.7,44.445,6450,300,,,
西环线,下行,生米-向塘,,,567,32.7,44.478,6450,300,,,
西环线,下行,生米-向塘,,,569,32.7,44.51,6450,300,,,
西环线,下行,生米-向塘,,,571,32.7,44.543,6450,300,,,
西环线,下行,生米-向塘,,,573,32.7,44.576,6450,300,,,
西环线,下行,生米-向塘,,,575,32.7,44.608,6450,300,,,
西环线,下行,生米-向塘,,,577,32.7,44.641,6450,300,,,
西环线,下行,生米-向塘,,,579,32.7,44.674,6450,300,,,
西环线,下行,生米-向塘,,,581,32.7,44.706,6450,300,,,
西环线,下行,生米-向塘,,,583,32.7,44.739,6450,300,,,
西环线,下行,生米-向塘,,,585,32.7,44.772,6450,300,,,
西环线,下行,生米-向塘,,,587,32.7,44.805,6450,300,,,
西环线,下行,生米-向塘,,,589,32.7,44.837,6450,300,,,
西环线,下行,生米-向塘,,,591,32.7,44.87,6450,300,,,
西环线,下行,生米-向塘,,,593,32.7,44.903,6450,300,,,
西环线,下行,生米-向塘,,,595,32.7,44.935,6450,300,,,
西环线,下行,生米-向塘,,,597,32.7,44.968,6450,300,,,
